id,worker_type,spouse_type,birth_yr,claim_age,year_at_65,awi_at_65,ben_at_65,real_ben_at_65,real_career_avg_earn,rep_rate_awi,rep_rate_career
R-max-1965-44-65,max,none,1965,65,2030,88030.45,49044,45220.34252394856,147251.04039941373,0.5571254037665376,0.30709693052958964
R-max-1970-44-65,max,none,1970,65,2035,106494.41,59784,49804.42011822375,158308.62144711724,0.5613815786199482,0.3146033340632736
R-max-1975-44-65,max,none,1975,65,2040,127479.7,72264,54392.60646906362,170533.54803738583,0.5668667246628287,0.3189554612277181
R-max-1980-44-65,max,none,1980,65,2045,152129.95,86556,58864.031965052185,183626.32209267656,0.5689609442453639,0.32056423770957737
R-max-1985-44-65,max,none,1985,65,2050,180927.92,103212,63418.793610267945,196965.79223725206,0.5704592193399448,0.3219787197051853
R-max-1990-44-65,max,none,1990,65,2055,214968.38,122604,68065.55292747746,211771.91896987738,0.5703350418326639,0.32140971880771013
R-max-1995-44-65,max,none,1995,65,2060,255531.48,145536,73000.88523268385,228419.5463098684,0.5695423514942268,0.31959123644196646
R-max-2000-44-65,max,none,2000,65,2065,304175.68,172968,78389.59320974354,246616.72111249316,0.5686450672190492,0.3178600090704574
R-max-2005-44-65,max,none,2005,65,2070,362245.73,206004,84353.52872097993,266849.1585437954,0.5686857923763519,0.3161094049585912
R-max-2010-44-65,max,none,2010,65,2075,431340.48,245376,90780.93240749386,287918.64252533583,0.5688684725347364,0.31530064052557993
R-max-1930-44-65,max,very_low,1930,65,1995,24705.66,14400,28118.56031344314,68054.22690320268,0.5828623886186405,0.41317874866814275
R-max-1935-44-65,max,very_low,1935,65,2000,32154.82,17220,30951.175057000743,78124.2658652785,0.5355340194720418,0.39617876359151377
R-max-1940-44-65,max,very_low,1940,65,2005,36952.94,22488,36041.6549519716,90046.35309643939,0.6085578035198281,0.40025668683518023
R-max-1945-44-65,max,very_low,1945,65,2010,41673.83,26292,38341.609998461296,102596.96582560624,0.6308995357518136,0.3737109542170492
R-max-1950-44-65,max,very_low,1950,65,2015,48098.63,29424,39520.940524656675,114390.88075706997,0.6117429955905189,0.34549030712147977
R-max-1955-44-65,max,very_low,1955,65,2020,55628.6,34284,42526.09107913807,126173.2100457841,0.6163016865425339,0.3370453289070378
R-max-1960-44-65,max,very_low,1960,65,2025,72255.52,40488,41326.101599999995,136951.3076798184,0.560344732139496,0.30175762685389784
R-max-1965-44-65,max,very_low,1965,65,2030,88030.45,49044,45220.34252394856,147251.04039941373,0.5571254037665376,0.30709693052958964
R-max-1970-44-65,max,very_low,1970,65,2035,106494.41,59784,49804.42011822375,158308.62144711724,0.5613815786199482,0.3146033340632736
R-max-1975-44-65,max,very_low,1975,65,2040,127479.7,72264,54392.60646906362,170533.54803738583,0.5668667246628287,0.3189554612277181
R-max-1980-44-65,max,very_low,1980,65,2045,152129.95,86556,58864.031965052185,183626.32209267656,0.5689609442453639,0.32056423770957737
R-max-1985-44-65,max,very_low,1985,65,2050,180927.92,103212,63418.793610267945,196965.79223725206,0.5704592193399448,0.3219787197051853
R-max-1990-44-65,max,very_low,1990,65,2055,214968.38,122604,68065.55292747746,211771.91896987738,0.5703350418326639,0.32140971880771013
R-max-1995-44-65,max,very_low,1995,65,2060,255531.48,145536,73000.88523268385,228419.5463098684,0.5695423514942268,0.31959123644196646
R-max-2000-44-65,max,very_low,2000,65,2065,304175.68,172968,78389.59320974354,246616.72111249316,0.5686450672190492,0.3178600090704574
R-max-2005-44-65,max,very_low,2005,65,2070,362245.73,206004,84353.52872097993,266849.1585437954,0.5686857923763519,0.3161094049585912
R-max-2010-44-65,max,very_low,2010,65,2075,431340.48,245376,90780.93240749386,287918.64252533583,0.5688684725347364,0.31530064052557993
R-max-1930-44-65,max,low,1930,65,1995,24705.66,14400,28118.56031344314,68054.22690320268,0.5828623886186405,0.41317874866814275
R-max-1935-44-65,max,low,1935,65,2000,32154.82,17220,30951.175057000743,78124.2658652785,0.5355340194720418,0.39617876359151377
R-max-1940-44-65,max,low,1940,65,2005,36952.94,22488,36041.6549519716,90046.35309643939,0.6085578035198281,0.40025668683518023
R-max-1945-44-65,max,low,1945,65,2010,41673.83,26292,38341.609998461296,102596.96582560624,0.6308995357518136,0.3737109542170492
R-max-1950-44-65,max,low,1950,65,2015,48098.63,29424,39520.940524656675,114390.88075706997,0.6117429955905189,0.34549030712147977
R-max-1955-44-65,max,low,1955,65,2020,55628.6,34284,42526.09107913807,126173.2100457841,0.6163016865425339,0.3370453289070378
R-max-1960-44-65,max,low,1960,65,2025,72255.52,40488,41326.101599999995,136951.3076798184,0.560344732139496,0.30175762685389784
R-max-1965-44-65,max,low,1965,65,2030,88030.45,49044,45220.34252394856,147251.04039941373,0.5571254037665376,0.30709693052958964
R-max-1970-44-65,max,low,1970,65,2035,106494.41,59784,49804.42011822375,158308.62144711724,0.5613815786199482,0.3146033340632736
R-max-1975-44-65,max,low,1975,65,2040,127479.7,72264,54392.60646906362,170533.54803738583,0.5668667246628287,0.3189554612277181
R-max-1980-44-65,max,low,1980,65,2045,152129.95,86556,58864.031965052185,183626.32209267656,0.5689609442453639,0.32056423770957737
R-max-1985-44-65,max,low,1985,65,2050,180927.92,103212,63418.793610267945,196965.79223725206,0.5704592193399448,0.3219787197051853
R-max-1990-44-65,max,low,1990,65,2055,214968.38,122604,68065.55292747746,211771.91896987738,0.5703350418326639,0.32140971880771013
R-max-1995-44-65,max,low,1995,65,2060,255531.48,145536,73000.88523268385,228419.5463098684,0.5695423514942268,0.31959123644196646
R-max-2000-44-65,max,low,2000,65,2065,304175.68,172968,78389.59320974354,246616.72111249316,0.5686450672190492,0.3178600090704574
R-max-2005-44-65,max,low,2005,65,2070,362245.73,206004,84353.52872097993,266849.1585437954,0.5686857923763519,0.3161094049585912
R-max-2010-44-65,max,low,2010,65,2075,431340.48,245376,90780.93240749386,287918.64252533583,0.5688684725347364,0.31530064052557993
R-max-1930-44-65,max,medium,1930,65,1995,24705.66,14400,28118.56031344314,68054.22690320268,0.5828623886186405,0.41317874866814275
R-max-1935-44-65,max,medium,1935,65,2000,32154.82,17220,30951.175057000743,78124.2658652785,0.5355340194720418,0.39617876359151377
R-max-1940-44-65,max,medium,1940,65,2005,36952.94,22488,36041.6549519716,90046.35309643939,0.6085578035198281,0.40025668683518023
R-max-1945-44-65,max,medium,1945,65,2010,41673.83,26292,38341.609998461296,102596.96582560624,0.6308995357518136,0.3737109542170492
R-max-1950-44-65,max,medium,1950,65,2015,48098.63,29424,39520.940524656675,114390.88075706997,0.6117429955905189,0.34549030712147977
R-max-1955-44-65,max,medium,1955,65,2020,55628.6,34284,42526.09107913807,126173.2100457841,0.6163016865425339,0.3370453289070378
R-max-1960-44-65,max,medium,1960,65,2025,72255.52,40488,41326.101599999995,136951.3076798184,0.560344732139496,0.30175762685389784
R-max-1965-44-65,max,medium,1965,65,2030,88030.45,49044,45220.34252394856,147251.04039941373,0.5571254037665376,0.30709693052958964
R-max-1970-44-65,max,medium,1970,65,2035,106494.41,59784,49804.42011822375,158308.62144711724,0.5613815786199482,0.3146033340632736
R-max-1975-44-65,max,medium,1975,65,2040,127479.7,72264,54392.60646906362,170533.54803738583,0.5668667246628287,0.3189554612277181
R-max-1980-44-65,max,medium,1980,65,2045,152129.95,86556,58864.031965052185,183626.32209267656,0.5689609442453639,0.32056423770957737
R-max-1985-44-65,max,medium,1985,65,2050,180927.92,103212,63418.793610267945,196965.79223725206,0.5704592193399448,0.3219787197051853
R-max-1990-44-65,max,medium,1990,65,2055,214968.38,122604,68065.55292747746,211771.91896987738,0.5703350418326639,0.32140971880771013
R-max-1995-44-65,max,medium,1995,65,2060,255531.48,145536,73000.88523268385,228419.5463098684,0.5695423514942268,0.31959123644196646
R-max-2000-44-65,max,medium,2000,65,2065,304175.68,172968,78389.59320974354,246616.72111249316,0.5686450672190492,0.3178600090704574
R-max-2005-44-65,max,medium,2005,65,2070,362245.73,206004,84353.52872097993,266849.1585437954,0.5686857923763519,0.3161094049585912
R-max-2010-44-65,max,medium,2010,65,2075,431340.48,245376,90780.93240749386,287918.64252533583,0.5688684725347364,0.31530064052557993
R-max-1930-44-65,max,high,1930,65,1995,24705.66,14400,28118.56031344314,68054.22690320268,0.5828623886186405,0.41317874866814275
R-max-1935-44-65,max,high,1935,65,2000,32154.82,17220,30951.175057000743,78124.2658652785,0.5355340194720418,0.39617876359151377
R-max-1940-44-65,max,high,1940,65,2005,36952.94,22488,36041.6549519716,90046.35309643939,0.6085578035198281,0.40025668683518023
R-max-1945-44-65,max,high,1945,65,2010,41673.83,26292,38341.609998461296,102596.96582560624,0.6308995357518136,0.3737109542170492
R-max-1950-44-65,max,high,1950,65,2015,48098.63,29424,39520.940524656675,114390.88075706997,0.6117429955905189,0.34549030712147977
R-max-1955-44-65,max,high,1955,65,2020,55628.6,34284,42526.09107913807,126173.2100457841,0.6163016865425339,0.3370453289070378
R-max-1960-44-65,max,high,1960,65,2025,72255.52,40488,41326.101599999995,136951.3076798184,0.560344732139496,0.30175762685389784
R-max-1965-44-65,max,high,1965,65,2030,88030.45,49044,45220.34252394856,147251.04039941373,0.5571254037665376,0.30709693052958964
R-max-1970-44-65,max,high,1970,65,2035,106494.41,59784,49804.42011822375,158308.62144711724,0.5613815786199482,0.3146033340632736
R-max-1975-44-65,max,high,1975,65,2040,127479.7,72264,54392.60646906362,170533.54803738583,0.5668667246628287,0.3189554612277181
R-max-1980-44-65,max,high,1980,65,2045,152129.95,86556,58864.031965052185,183626.32209267656,0.5689609442453639,0.32056423770957737
R-max-1985-44-65,max,high,1985,65,2050,180927.92,103212,63418.793610267945,196965.79223725206,0.5704592193399448,0.3219787197051853
R-max-1990-44-65,max,high,1990,65,2055,214968.38,122604,68065.55292747746,211771.91896987738,0.5703350418326639,0.32140971880771013
R-max-1995-44-65,max,high,1995,65,2060,255531.48,145536,73000.88523268385,228419.5463098684,0.5695423514942268,0.31959123644196646
R-max-2000-44-65,max,high,2000,65,2065,304175.68,172968,78389.59320974354,246616.72111249316,0.5686450672190492,0.3178600090704574
R-max-2005-44-65,max,high,2005,65,2070,362245.73,206004,84353.52872097993,266849.1585437954,0.5686857923763519,0.3161094049585912
R-max-2010-44-65,max,high,2010,65,2075,431340.48,245376,90780.93240749386,287918.64252533583,0.5688684725347364,0.31530064052557993
R-max-1930-44-65,max,max,1930,65,1995,24705.66,14400,28118.56031344314,68054.22690320268,0.5828623886186405,0.41317874866814275
R-max-1935-44-65,max,max,1935,65,2000,32154.82,17220,30951.175057000743,78124.2658652785,0.5355340194720418,0.39617876359151377
R-max-1940-44-65,max,max,1940,65,2005,36952.94,22488,36041.6549519716,90046.35309643939,0.6085578035198281,0.40025668683518023
R-max-1945-44-65,max,max,1945,65,2010,41673.83,26292,38341.609998461296,102596.96582560624,0.6308995357518136,0.3737109542170492
R-max-1950-44-65,max,max,1950,65,2015,48098.63,29424,39520.940524656675,114390.88075706997,0.6117429955905189,0.34549030712147977
R-max-1955-44-65,max,max,1955,65,2020,55628.6,34284,42526.09107913807,126173.2100457841,0.6163016865425339,0.3370453289070378
R-max-1960-44-65,max,max,1960,65,2025,72255.52,40488,41326.101599999995,136951.3076798184,0.560344732139496,0.30175762685389784
R-max-1965-44-65,max,max,1965,65,2030,88030.45,49044,45220.34252394856,147251.04039941373,0.5571254037665376,0.30709693052958964
R-max-1970-44-65,max,max,1970,65,2035,106494.41,59784,49804.42011822375,158308.62144711724,0.5613815786199482,0.3146033340632736
R-max-1975-44-65,max,max,1975,65,2040,127479.7,72264,54392.60646906362,170533.54803738583,0.5668667246628287,0.3189554612277181
R-max-1980-44-65,max,max,1980,65,2045,152129.95,86556,58864.031965052185,183626.32209267656,0.5689609442453639,0.32056423770957737
R-max-1985-44-65,max,max,1985,65,2050,180927.92,103212,63418.793610267945,196965.79223725206,0.5704592193399448,0.3219787197051853
R-max-1990-44-65,max,max,1990,65,2055,214968.38,122604,68065.55292747746,211771.91896987738,0.5703350418326639,0.32140971880771013
R-max-1995-44-65,max,max,1995,65,2060,255531.48,145536,73000.88523268385,228419.5463098684,0.5695423514942268,0.31959123644196646
R-max-2000-44-65,max,max,2000,65,2065,304175.68,172968,78389.59320974354,246616.72111249316,0.5686450672190492,0.3178600090704574
R-max-2005-44-65,max,max,2005,65,2070,362245.73,206004,84353.52872097993,266849.1585437954,0.5686857923763519,0.3161094049585912
R-max-2010-44-65,max,max,2010,65,2075,431340.48,245376,90780.93240749386,287918.64252533583,0.5688684725347364,0.31530064052557993
